Decimation,"Starts the fight with a Fury Buff against Mutant Champions, granting +15% Attack Rating."
Decisive Strike - 1,"The Defender has indefinite Protection, reducing all damage received by 50%. This goes on cooldown for 15 seconds when the Defender is struck by a Striker."
Decisive Strike - 2,"The Defender has indefinite Protection, reducing all damage received by 75%. This goes on cooldown for 15 seconds when the Defender is struck by a Striker."
Decisive Strike - 3,"The Defender has indefinite Protection, reducing all damage received by 90%. This goes on cooldown for 15 seconds when the Defender is struck by a Striker."
Decorative Armor,"The Defender starts the fight with an Armor Up Buff, granting 1 Armor Rating. If this buff is removed, it returns after 5 seconds."
Deep Impact,"Special Attacks thrown into the Defender's Block gain +100% Block Penetration and +100% Attack Rating. Superiority: +300% Attack Rating instead, and inflict a 2 second Stun Passive at the end of the Special."
Defective Defense,"Blocking attacks has a 100% chance to apply a Disorient Debuff to the Attacker, reducing Block Proficiency and Defensive Ability Accuracy by 25% for 12 second(s). The chance is reduced by 50% flat if the Block was Well-Timed. The Attacker can dash back and hold block for 1.2 second(s) to remove one of these Debuffs."
Defender Bias (Aggressive),The Defender is more likely to use Heavy Attacks and Dash Attacks.
Defender Bias (All or Nothing),"The Defender is less likely to activate Special Attacks 1 and 2, and far more likely to activate Special Attack 3."
Defender Bias (Alternate Specials) - 1,"The Defender alternates between a Special 1 and Special 2 bias every 10 seconds, increasing the chance of using the selected Special."
Defender Bias (Alternate Specials) - 2,"The Defender alternates between a Special 1 and Special 2 bias every 8 seconds, increasing the chance of using the selected Special."
Defender Bias (Alternate Specials) - 3,"The Defender alternates between a Special 1 and Special 2 bias every 5 seconds, increasing the chance of using the selected Special."
Defender Bias (Defensive),The Defender is more likely to Block and Dodge.
Defender Bias (Heavy Attack) - 1,The Defender is 5% more likely to use Heavy Attacks.
Defender Bias (Heavy Attack) - 2,The Defender is 10% more likely to use Heavy Attacks.
Defender Bias (Heavy Attack) - 3,The Defender is 15% more likely to use Heavy Attacks.
Defender Bias (Heavy Attack) - 4,The Defender is 30% more likely to use Heavy Attacks.
Defender Bias (Receding),The Defender is more likely to activate their Special Attacks in order from 3 to 1 in a loop.
Defender Bias (Rising),The Defender is more likely to activate their Special Attacks in order from 1 to 3 in a loop.
Defender Bias (Special 1 and 2),This Defender is more likely to activate Special Attacks 1 and 2.
Defender Bias (Special 1),The Defender is more likely to activate Special Attack 1.
Defender Bias (Special 2),The Defender is more likely to activate Special Attack 2.
Defender Bias (Special 3),The Defender is more likely to activate Special Attack 3.
Defender Bias (Special Attacks),This Defender is more likely to activate Special Attacks.
Defender Reluctancy (Special 1),The Defender is less likely to activate Special Attack 1.
Defender Reluctancy (Special 2),The Defender is less likely to activate Special Attack 2.
Defense Tactics (AW: Regenerator) 1,"If the Defender is #AW: Regenerator, whenever they trigger a Regeneration effect they also trigger a Power Gain Passive, granting 0% of their Max Power over 0 second(s), stacking up to 0. This Power Gain is removed when the Defender becomes Heal Blocked, and will not trigger in the first 1 second(s) of the fight."
Defense Tactics (AW: Regenerator) 2,"If the Defender is #AW: Regenerator, whenever they trigger a Regeneration effect they also trigger a Power Gain Passive, granting 0% of their Max Power over 0 second(s), stacking up to 0. This Power Gain is removed when the Defender becomes Heal Blocked, and will not trigger in the first 1 second(s) of the fight."
Defense Tactics (AW: Regenerator) 3,"If the Defender is #AW: Regenerator, whenever they trigger a Regeneration effect they also trigger a Power Gain Passive, granting 0% of their Max Power over 0 second(s), stacking up to 0. This Power Gain is removed when the Defender becomes Heal Blocked, and will not trigger in the first 1 second(s) of the fight."
Defense Tactics (Bulwark) 1,"Defenders are Immune to Armor Break Debuffs. Whenever a Defender loses more than 0% of their Max Health from a single strike, they gain an Indestructible Buff for 0 seconds. This ability goes on cooldown when Indestructible Buff expires for 0 seconds"
Defense Tactics (Bulwark) 1,"#Metal Defenders are Immune to Armor Break Debuffs. Whenever a Metal Defender loses more than 0% of their Max Health from a single strike, they gain an Indestructible Buff for 0 seconds. This Indestructible is Removed when the Attacker finishes a Special Attack, and goes on cooldown for 0 seconds when Indestructible Buff ends for any reason."
Defense Tactics (Bulwark) 2,"Defenders are Immune to Armor Break Debuffs. Whenever a Defender loses more than 0% of their Max Health from a single strike, they gain an Indestructible Buff for 0 seconds. This ability goes on cooldown when Indestructible Buff expires for 0 seconds"
Defense Tactics (Bulwark) 2,"#Metal Defenders are Immune to Armor Break Debuffs. Whenever a Metal Defender loses more than 0% of their Max Health from a single strike, they gain an Indestructible Buff for 0 seconds. This Indestructible is Removed when the Attacker finishes a Special Attack, and goes on cooldown for 0 seconds when Indestructible Buff ends for any reason."
Defense Tactics (Bulwark) 3,"#Metal Defenders are Immune to Armor Break Debuffs. Whenever a Metal Defender loses more than 0% of their Max Health from a single strike, they gain an Indestructible Buff for 0 seconds. This Indestructible is Removed when the Attacker finishes a Special Attack, and goes on cooldown for 0 seconds when Indestructible Buff ends for any reason."
Defense Tactics (Bulwark) 3,"Defenders are Immune to Armor Break Debuffs. Whenever a Defender loses more than 0% of their Max Health from a single strike, they gain an Indestructible Buff for 0 seconds. This ability goes on cooldown when Indestructible Buff expires for 0 seconds"
Defense Tactics (Crush) 1,"#X-Men & #Mercenary Defenders' attacks have a 0% chance to be Unblockable, and then grant a Fury increasing Attack equal to 0% of their Base Attack for 0 seconds. These abilities can't be affected with Ability Accuracy, however the Unblockable won't trigger on Well Timed Blocks, or while the Fury is active."
Defense Tactics (Crush) 1,X-Men & Mercenary Defenders gain +0% Attack during Special Attacks and their Special Attacks ignore 0% of the Attacker's Block Proficiency.
Defense Tactics (Crush) 2,"#X-Men & #Mercenary Defenders' attacks have a 0% chance to be Unblockable, and then grant a Fury increasing Attack equal to 0% of their Base Attack for 0 seconds. These abilities can't be affected with Ability Accuracy, however the Unblockable won't trigger on Well Timed Blocks, or while the Fury is active."
Defense Tactics (Crush) 2,X-Men & Mercenary Defenders gain +0% Attack during Special Attacks and their Special Attacks ignore 0% of the Attacker's Block Proficiency.
Defense Tactics (Crush) 3,"#X-Men & #Mercenary Defenders' attacks have a 0% chance to be Unblockable, and then grant a Fury increasing Attack equal to 0% of their Base Attack for 0 seconds. These abilities can't be affected with Ability Accuracy, however the Unblockable won't trigger on Well Timed Blocks, or while the Fury is active."
Defense Tactics (Crush) 3,X-Men & Mercenary Defenders gain +0% Attack during Special Attacks and their Special Attacks ignore 0% of the Attacker's Block Proficiency.
Defense Tactics (Dodge) 1,"Defenders have a 0% chance to Evade incoming attacks. Whenever a Defender Evades an attack, they gain 0% of a Bar of Power."
Defense Tactics (Dodge) 2,"Defenders have a 0% chance to Evade incoming attacks. Whenever a Defender Evades an attack, they gain 0% of a Bar of Power."
Defense Tactics (Dodge) 3,"Defenders have a 0% chance to Evade incoming attacks. Whenever a Defender Evades an attack, they gain 0% of a Bar of Power."
Defense Tactics (Flow) 1,"Critical Strikes against Defenders grant Power Flood, causing them to gain 0% of their Max Power over 0 seconds."
Defense Tactics (Flow) 1,"Critical Strikes against Defenders grant a Passive Power Gain, causing them to gain 0% of their Max Power over 0 seconds. If the Attacker performs a Well-Timed Block, the Power Gain is Removed. Max: 0 Stacks."
Defense Tactics (Flow) 2,"Critical Strikes against Defenders grant Power Flood, causing them to gain 0% of their Max Power over 0 seconds."
Defense Tactics (Flow) 2,"Critical Strikes against Defenders grant a Passive Power Gain, causing them to gain 0% of their Max Power over 0 seconds. If the Attacker performs a Well-Timed Block, the Power Gain is Removed. Max: 0 Stacks."
Defense Tactics (Flow) 3,"Critical Strikes against Defenders grant Power Flood, causing them to gain 0% of their Max Power over 0 seconds."
Defense Tactics (Flow) 3,"Critical Strikes against Defenders grant a Passive Power Gain, causing them to gain 0% of their Max Power over 0 seconds. If the Attacker performs a Well-Timed Block, the Power Gain is Removed. Max: 0 Stacks."
Defense Tactics (Protect) 1,"Whenever the Attacker deals more than 0% of their Base Attack in a single hit to the Defender, the Defender gains a stack of Protection, reducing all damage taken by 0%. Stacks of Protection are capped at 4, and the Defender loses 0 stack(s) when they are Intercepted."
Defense Tactics (Protect) 2,"Whenever the Attacker deals more than 0% of their Base Attack in a single hit to the Defender, the Defender gains a stack of Protection, reducing all damage taken by 0%. Stacks of Protection are capped at 4, and the Defender loses 0 stack(s) when they are Intercepted."
Defense Tactics (Protect) 3,"Whenever the Attacker deals more than 0% of their Base Attack in a single hit to the Defender, the Defender gains a stack of Protection, reducing all damage taken by 0%. Stacks of Protection are capped at 4, and the Defender loses 0 stack(s) when they are Intercepted."
Defense Tactics (Siphon) 1,"#Villain Defenders gain +0% Ability Accuracy, and each time one of their Attacks makes Contact a Passive +0 to Block Penetration lasting 0 seconds, stacking up to 3 times."
Defense Tactics (Siphon) 1,Villain Defenders recover 0% of their Max Health with each landed strike and recover 0% Max Health with each blocked strike.
Defense Tactics (Siphon) 2,"#Villain Defenders gain +0% Ability Accuracy, and each time one of their Attacks makes Contact a Passive +0 to Block Penetration lasting 0 seconds, stacking up to 3 times."
Defense Tactics (Siphon) 2,Villain Defenders recover 0% of their Max Health with each landed strike and recover 0% Max Health with each blocked strike.
Defense Tactics (Siphon) 3,"#Villain Defenders gain +0% Ability Accuracy, and each time one of their Attacks makes Contact a Passive +0 to Block Penetration lasting 0 seconds, stacking up to 3 times."
Defense Tactics (Siphon) 3,Villain Defenders recover 0% of their Max Health with each landed strike and recover 0% Max Health with each blocked strike.
Defense Tactics (Stubborn) 1,"Whenever a #Defensive Defender’s Attack Misses, is Evaded, or Dodged, they gain 0 Indestructible Passive(s). 0 Indestructible Passive(s) are removed whenever the Attacker Blocks a Hit or is Struck."
Defense Tactics (Stubborn) 2,"Whenever a #Defensive Defender’s Attack Misses, is Evaded, or Dodged, they gain 0 Indestructible Passive(s). 0 Indestructible Passive(s) are removed whenever the Attacker Blocks a Hit or is Struck."
Defense Tactics (Stubborn) 3,"Whenever a #Defensive Defender’s Attack Misses, is Evaded, or Dodged, they gain 0 Indestructible Passive(s). 0 Indestructible Passive(s) are removed whenever the Attacker Blocks a Hit or is Struck."
Defensive Cascade,"When the Defender is knocked down by a Special Attack, they are inflicted with a Stun Debuff for 5 seconds. This ability has a cooldown of 15 seconds, reduced by 1 second for each Armor Up effect on the Attacker, down to a minimum of 5 seconds."
Defensive Cascade - Relic,"While under the effect of an Armor Up Buff, your attacks have a 50% chance to inflict a Stun Debuff for 3 seconds. When triggered, the chance is reduced by 30% for 10 seconds. If the Attacker has a Relic equipped, the Stun can trigger through Block."
Defensive Measures,"While Blocking the Attacker gains Block Proficiency based on 50% of their Current Armor Rating. While the Attacker has at least one Armor Up Buff, performing a Well-Timed Block Power Burns the Defender for 15% of a Bar of Power dealing Direct Damage proportionate to the amount of Power lost."
Defensive Transference,The Defender gains a permanent Armor Up Buff increasing Armor Rating by 10% per stack whenever the Attacker blocks one of their attacks. Max stacks 10.
Defiance,#Defiance Attackers gain Immunity to Buffs. Whenever this Immunity triggers they gain a non-stacking +0 Energy Resistance Passive for 0 seconds.
Defiance - NODE,#Defiance Attackers gain Immunity to Buffs. Whenever this Immunity triggers they gain a non-stacking +0 Energy Resistance Passive for 0 seconds.
Delayed Hyper Combo - 1,"Whenever the Striker finishes a Combo, a 5 second timer is started. If the Attacker uses a Special Attack before this timer expires they gain an indefinite Passive Prowess, increasing Special Attack damage by 25%. Max: 12."
Delayed Hyper Combo - 2,"Whenever the Striker finishes a Combo, a 5 second timer is started. If the Attacker uses a Special Attack before this timer expires they gain an indefinite Passive Prowess, increasing Special Attack damage by 50%. Max: 6."
Delayed Hyper Combo - 3,"Whenever the Striker finishes a Combo, a 5 second timer is started. If the Attacker uses a Special Attack before this timer expires they gain an indefinite Passive Prowess, increasing Special Attack damage by 75%. Max: 4."
Delayed Reaction,Whenever the Defending Sasquatch is knocked down his chance to enter Wrath of Tanaraq is reduced by a flat 10% until reaching max stacks of Rage.
Delirious and Dashing - 1,"While the Attacker is suffering from a Delirium effect, Dashing forward grants them a non-stacking Unblockable Buff for 2 seconds, but Dodging back Nullifies all Unblockable Buffs on them."
Delirious and Dashing - 2,"While the Attacker is suffering from a Delirium effect, Dashing forward grants them a non-stacking Unblockable Buff for 4 seconds, but Dodging back Nullifies all Unblockable Buffs on them."
Delirious and Dashing - 3,"While the Attacker is suffering from a Delirium effect, Dashing forward grants them a non-stacking Unblockable Buff for 8 seconds, but Dodging back Nullifies all Unblockable Buffs on them."
Demigod Essence,Every 14 seconds the Defender gains an Unblockable Passive for 7 seconds. Striking the Defender or hitting into their Block while they don't have Unblockable pauses the cooldown timer for 1 second. This cooldown timer is also paused during the Defender's Special Attacks. This ability is unaffected by Ability Accuracy.
Despair - 1,"Each Debuff on the Attacker reduces their Regeneration Rate by 5%, to a maximum of 100%."
Despair - 2,"Each Debuff on the Attacker reduces their Regeneration Rate by 10%, to a maximum of 100%."
Despair - 3,"Each Debuff on the Attacker reduces their Regeneration Rate by 15%, to a maximum of 100%."
Destroyed Defense - 1,"Every 16 seconds the Defender gains a Protection Passive, reducing all incoming damage by 20%. All Protection Passives are removed whenever the Defender is struck by a Striker while the Defender has 2 or less Buffs active, other than Empty Buffs. While the Defender does not have one of these Protection Passives, the Attacker gains 50% of their base Attack Rating."
Destroyed Defense - 2,"Every 14 seconds the Defender gains a Protection Passive, reducing all incoming damage by 20%. All Protection Passives are removed whenever the Defender is struck by a Striker while the Defender has 2 or less Buffs active, other than Empty Buffs. While the Defender does not have one of these Protection Passives, the Attacker gains 50% of their base Attack Rating."
Destroyed Defense - 3,"Every 12 seconds the Defender gains a Protection Passive, reducing all incoming damage by 20%. All Protection Passives are removed whenever the Defender is struck by a Striker while the Defender has 2 or less Buffs active, other than Empty Buffs. While the Defender does not have one of these Protection Passives, the Attacker gains 50% of their base Attack Rating."
Destructive Feedback - 1,"At the start of the fight, the Defender gains a Kinetic Shield preventing and storing all damage, except from Special Attack 3, for 10 seconds. If the Defender strikes the Attacker or their Block while this Shield is active, all stored damage is dealt to the Attacker. When the shield expires, all stored damage is dealt to the Defender. The Shield has a 25 second cooldown."
Destructive Feedback - 2,"At the start of the fight, the Defender gains a Kinetic Shield preventing and storing all damage, except from Special Attack 3, for 10 seconds. If the Defender strikes the Attacker or their Block while this Shield is active, all stored damage is dealt to the Attacker. When the shield expires, all stored damage is dealt to the Defender. The Shield has a 20 second cooldown."
Destructive Feedback - 3,"At the start of the fight, the Defender gains a Kinetic Shield preventing and storing all damage, except from Special Attack 3, for 10 seconds. If the Defender strikes the Attacker or their Block while this Shield is active, all stored damage is dealt to the Attacker. When the shield expires, all stored damage is dealt to the Defender. The Shield has a 15 second cooldown."
Dethroned and Buffless - 1,"Knocking down the Defender with a Mystic Champion inflicts a Passive Neutralize of 100% Potency onto the Defender, lasting 12 seconds."
Dethroned and Buffless - 2,"Knocking down the Defender with a Mystic Champion inflicts a Passive Neutralize of 100% Potency onto the Defender, lasting 9 seconds."
Dethroned and Buffless - 3,"Knocking down the Defender with a Mystic Champion inflicts a Passive Neutralize of 100% Potency onto the Defender, lasting 6 seconds."
Detonation Combination - 1,"While the Attacker is inflicted with a Combo Detonation effect, the Defender’s abilities trigger 50% more often."
Detonation Combination - 2,"While the Attacker is inflicted with a Combo Detonation effect, the Defender’s abilities trigger 100% more often."
Detonation Combination - 3,"While the Attacker is inflicted with a Combo Detonation effect, the Defender’s abilities trigger 200% more often."
Devil Hulk,"When Hulk gains Immortality, he gains a Fury Passive, increasing Attack Rating by up to 100% based on current Gamma Radiation."
Devour Boost (Enhancement),"Each time a Nullify or Stagger effect on the Attacker fails due to Ability Accuracy, gain an indefinite 10% Rejuvenate Passive."
Dex-Fury - 1,"Whenever the Attacker activates Dexterity for any hit from the Defender's Special Attacks, the Attacker gains a stacking 40% Fury Buff, Max 10 for 7 seconds, paused during the Defender's Special Attacks."
Dex-Fury - 2,"Whenever the Attacker activates Dexterity for any hit from the Defender's Special Attacks, the Attacker gains a stacking 40% Fury Buff, Max 10 for 5 seconds, paused during the Defender's Special Attacks."
Dex-Fury - 3,"Whenever the Attacker activates Dexterity for any hit from the Defender's Special Attacks, the Attacker gains a stacking 40% Fury Buff, Max 10 for 3 seconds, paused during the Defender's Special Attacks."
Die in No Time,Platinumpool draws 1 less Card against #Mercenary Opponents at the start of the fight.
Dig Dig Dig - 1,"Every 16 seconds, the Defender gains an Undermine Buff for 8 seconds. If the Attacker is out of striking range when this triggers, the Attacker gains Undermine instead."
Dig Dig Dig - 2,"Every 16 seconds, the Defender gains an Undermine Buff for 10 seconds. If the Attacker is out of striking range when this triggers, the Attacker gains Undermine instead."
Dig Dig Dig - 3,"Every 16 seconds, the Defender gains an Undermine Buff for 12 seconds. If the Attacker is out of striking range when this triggers, the Attacker gains Undermine instead."
Dimensional Anchor,"Dormammu gains both Dimensional Link, and Imbued Dimensional Link for the entire fight. If either of these Buffs are Nullified, they will retrigger after 10 seconds."
Dimensional Dominion,"When the Attacker is fighting as THANOS or DORMAMMU and successfully land a Heavy Attack, they will temporarily gain Unstoppable and Indestructible Buffs, and their attacks will inflict Power Burn. This ability has an 10 second cooldown."
Direct Damage,Inflicts Direct Damage.
Dirty Work - 1,"When the Attacker Purifies or Cleanses a Debuff, the Defender gains a non-stacking 30% Protection Passive for 10 seconds."
Dirty Work - 2,"When the Attacker Purifies or Cleanses a Debuff, the Defender gains a non-stacking 40% Protection Passive for 10 seconds."
Dirty Work - 3,"When the Attacker Purifies or Cleanses a Debuff, the Defender gains a non-stacking 50% Protection Passive for 10 seconds."
Disables Evaluation.,"While this node is active, ""Ruleset: Evaluation"" is disabled. Removing this Linked Node will enable it."
Disables Inflation.,"While this node is active, ""Ruleset: Inflation"" is disabled. Removing this Linked Node will enable it."
Disables Liability.,"While this node is active, ""Ruleset: Liability"" is disabled. Removing this Linked Node will enable it."
Disables Opportunistic.,"While this node is active, ""Ruleset: Opportunistic"" is disabled. Removing this Linked Node will enable it."
Disables Technique.,"While this node is active, ""Ruleset: Technique"" is disabled. Removing this Linked Node will enable it."
Disables Uncertainty.,"While this node is active, ""Ruleset: Uncertainty"" is disabled. Removing this Linked Node will enable it."
DISARM - Combo Threshold,"When the Attacker's Combo Meter reaches a multiple of 15, the Defender is DISARMED for 20 seconds."
DISARM - Corner Knockdown,"When the Defender is knocked down while cornered, they are DISARMED for 20 seconds."
DISARM - Debuff Count,"When the Defender is suffering from 4+ Debuffs, they are DISARMED for 20 seconds."
DISARM - Dodge Special 1,"When the Attacker Dodges a Special Attack 1 hit, the Defender is DISARMED for 20 seconds."
DISARM - Dodge Special 2,"When the Attacker Dodges a Special Attack 2 hit, the Defender is DISARMED for 20 seconds."
DISARM - Dodge Specials,"When the Attacker Dodges a Special Attack hit, the Defender is DISARMED for 20 seconds."
DISARM - Heavy Attack,"When the Defender is knocked down by a Heavy Attack, they are DISARMED for 20 seconds."
DISARM - Intercept,"When the Defender is Intercepted, they are DISARMED for 20 seconds."
DISARM - Punish Heavy,"When the Defender's Heavy Attack is Punished, they are DISARMED for 20 seconds."
DISARM - Special Knockdown,"When the Defender is knocked down by a Special Attack, they are DISARMED for 20 seconds."
DISARM - Striker,"When the Attacker activates a Striker, the Defender is DISARMED for 20 seconds."
DISARM - Stun,"When the Defender is Stunned, they are DISARMED for 20 seconds."
DISARM - Well-Timed Block,"When the Attacker performs a Well-Timed Block, the Defender is DISARMED for 20 seconds."
Disarray,"Whenever either Champion triggers a Special Attack, both Champions receive a random effect."
Discombobulate,"Whenever the Attacker Dodges an Attack with the Dexterity Mastery, they inflict a 35% Disorient Debuff for 12 seconds. Superiority: Attacks pause these Disorients for 0.4 seconds."
Disintegration Beams - 1,"When the Defender’s non-contact hits strike the Attacker or a Block that is not Well-Timed, they have a 25% chance to inflict the Attacker with a Disintegration Debuff reducing Combat Power Rate by 5% and dealing 35% of the Defender's Base Attack as Direct Damage over 5 seconds."
Disintegration Beams - 2,"When the Defender’s non-contact hits strike the Attacker or a Block that is not Well-Timed, they have a 50% chance to inflict the Attacker with a Disintegration Debuff reducing Combat Power Rate by 5% and dealing 35% of the Defender's Base Attack as Direct Damage over 5 seconds."
Disintegration Beams - 3,"When the Defender’s non-contact hits strike the Attacker or a Block that is not Well-Timed, they have a 100% chance to inflict the Attacker with a Disintegration Debuff reducing Combat Power Rate by 5% and dealing 35% of the Defender's Base Attack as Direct Damage over 5 seconds."
Dismay,"Whenever the Attacker loses their highest achieved Combo in a fight, they start taking Direct Damage over time, equal to 5 times the lost Combo every second."
Dismay - 1,"Whenever the Attacker loses their highest achieved Combo in a fight, they start taking Direct Damage over time, equal to 10 times the lost Combo every second."
Dismay - 2,"Whenever the Attacker loses their highest achieved Combo in a fight, they start taking Direct Damage over time, equal to 20 times the lost Combo every second."
Dismay - 3,"Whenever the Attacker loses their highest achieved Combo in a fight, they start taking Direct Damage over time, equal to 30 times the lost Combo every second."
Dismay - 4,"Whenever the Attacker loses their highest achieved Combo in a fight, they start taking Direct Damage over time, equal to 10 times the lost Combo every second."
Disorient Dimple - 1,"Whenever the Attacker inflicts a Disorient Debuff on the Defender, the duration of the Attacker's future Disorient Debuffs is reduced by 2%, to a maximum of 100%"
Disorient Dimple - 2,"Whenever the Attacker inflicts a Disorient Debuff on the Defender, the duration of the Attacker's future Disorient Debuffs is reduced by 5%, to a maximum of 100%"
Disorient Dimple - 3,"Whenever the Attacker inflicts a Disorient Debuff on the Defender, the duration of the Attacker's future Disorient Debuffs is reduced by 10%, to a maximum of 100%"
Diss Track - 1,The Defender takes 100% less damage while they have less than 2 Debuffs applied to them. These Debuffs can be of the same type.
Diss Track - 2,The Defender takes 100% less damage while they have less than 3 Debuffs applied to them. These Debuffs can be of the same type.
Diss Track - 3,The Defender takes 100% less damage while they have less than 4 Debuffs applied to them. These Debuffs can be of the same type.
Distinctive Debuffs,"If the Attacker is Skill or has TAGtical Edge they gain a Cross Charge each time they inflict the Defender with an Armor Break, Bleed or Physical Vulnerability Debuff. Max stacks 10. This ability has a 1 second cooldown."
Distracted,Lane Killer Cross-Fight: The Attacker's Special Attacks are Passively Unblockable while the Defender is suffering from at least 2 unique Debuffs. The effects of this node lasts for this fight and the next 3 Fights.
Diversion,"Every 15 second(s), the Attacker is inflicted with a Falter Passive, causing all their attacks to Miss for 8 second(s). If the Attacker is out of striking range when this timer expires, the Defender is instead afflicted with a Falter Passive for 4 second(s)."
Divine Barrier - 1,"While fighting a Mystic Attacker, every 10 second(s) on a timer, the Defender becomes Immune to Nullify, Fateseal and Stagger effects for 6 second(s). The timer’s duration is paused for 2 second(s) each time the Attacker Nullifies a Buff."
Divine Barrier - 2,"While fighting a Mystic Attacker, every 10 second(s) on a timer, the Defender becomes Immune to Nullify, Fateseal and Stagger effects for 8 second(s). The timer’s duration is paused for 2 second(s) each time the Attacker Nullifies a Buff."
Divine Barrier - 3,"While fighting a Mystic Attacker, every 10 second(s) on a timer, the Defender becomes Immune to Nullify, Fateseal and Stagger effects for 10 second(s). The timer’s duration is paused for 2 second(s) each time the Attacker Nullifies a Buff."
Dizzy,"Each time the Defender successfully Evades an attack, inflict a Disorient Debuff reducing Defensive Ability Accuracy by 20% and Block Proficiency by 50% for 12 seconds."
Do Not Disturb - 1,The Defender has 100% increased Ability Accuracy. Each Non-Damaging Debuff reduces potency by 20%.
Do Not Disturb - 2,The Defender has 100% increased Ability Accuracy. Each Non-Damaging Debuff reduces potency by 25%.
Do Not Disturb - 3,The Defender has 100% increased Ability Accuracy. Each Non-Damaging Debuff reduces potency by 33%.
Do Not Go Gentle - 1,"The Attacker gains 1 Damage Reflection Charge for every 5 hits in their Combo Meter. When the Defender would be Knocked Out, a Charge is consumed to prevent it and deal damage to the Attacker equal to the Defender's Attack. Intercepting the Defender removes 2 Charges, and striking with the first hit of a Heavy Attack removes 1 Charge."
Do Not Go Gentle - 2,"The Attacker gains 1 Damage Reflection Charge for every 10 hits in their Combo Meter. When the Defender would be Knocked Out, a Charge is consumed to prevent it and deal damage to the Attacker equal to the Defender's Attack. Intercepting the Defender removes 2 Charges, and striking with the first hit of a Heavy Attack removes 1 Charge."
Do Not Go Gentle - 3,"The Attacker gains 1 Damage Reflection Charge for every 15 hits in their Combo Meter. When the Defender would be Knocked Out, a Charge is consumed to prevent it and deal damage to the Attacker equal to the Defender's Attack. Intercepting the Defender removes 2 Charges, and striking with the first hit of a Heavy Attack removes 1 Charge."
Do Unto Others (Auto-Block),"Whenever the Attacker Auto-Blocks an attack, prevents an Auto-Block, or strikes the Defender while the Defender is Auto-Blocking, the Attacker gains a non-stacking 20% Uncanny Passive for 6 seconds. Cooldown: 10 seconds."
Do Unto Others (Evade),"Whenever the Attacker Evades an attack, causes Evade to fail due to Ability Accuracy, or prevents an Evade, they gain a non-stacking 20% Uncanny Passive for 6 seconds. Cooldown: 10 seconds."
Do Unto Others (Miss),"Whenever the Attacker causes an attack to Miss or prevents a Miss, they gain a non-stacking 20% Uncanny Passive for 6 seconds. Cooldown: 10 seconds."
Do You Bleed?,This Defender takes 100% less damage from any sources except Blocked attacks and Bleed effects.
Dodge Souls (Fury),The Defender has +95% Block Penetration and can perform Critical Hits through Block. Whenever the Attacker successfully Dodges or Evades an attack they gain an indefinite Fury Buff increasing Attack Rating by 5%. Max Stacks: 50.
Dodge Souls (Prowess),The Defender has +95% Block Penetration and can perform Critical Hits through Block. Whenever the Attacker successfully Dodges or Evades an attack they gain an indefinite Prowess Buff increasing Special Attack Damage by 10%. Max Stacks: 50.
Dodge This!,"Whenever the Attacker uses a Special Attack, they cannot trigger the Dexterity mastery, Evade, or cause Attacks to Miss for 8 seconds."
"Dodge, Duck, Dip, and Dive","#Dimensional Being, #Illuminati or #Thanos’s Army Attackers gain TAGtical Edge. If the Attacker is Mystic or has TAGtical Edge, they Nullify one Armor Up Buff on the Defender whenever any hit from the Defender's Special Attacks does not make contact with the Attacker."
Don't Interrupt Me! - 1,Intercepting the Defender with a Medium Attack Nullifies all non-Armor Up Buffs on the Attacker and deals the Attacker a burst of Direct Damage equal to 10% of the Defender's Attack for each buff Nullified.
Don't Interrupt Me! - 2,Intercepting the Defender with a Medium Attack Nullifies all non-Armor Up Buffs on the Attacker and deals the Attacker a burst of Direct Damage equal to 20% of the Defender's Attack for each buff Nullified.
Don't Interrupt Me! - 3,Intercepting the Defender with a Medium Attack Nullifies all non-Armor Up Buffs on the Attacker and deals the Attacker a burst of Direct Damage equal to 30% of the Defender's Attack for each buff Nullified.
Don’t Make Me Angry - 1,Hitting into the Defender’s Block has a 20% to inflict them with a Rage Debuff 20 seconds. Max stacks: 10. Each Rage Debuff on the Defender increases their Critical Rating and Critical Damage Rating by +300.
Don’t Make Me Angry - 2,Hitting into the Defender’s Block has a 40% to inflict them with a Rage Debuff 20 seconds. Max stacks: 10. Each Rage Debuff on the Defender increases their Critical Rating and Critical Damage Rating by +300.
Don’t Make Me Angry - 3,Hitting into the Defender’s Block has a 60% to inflict them with a Rage Debuff 20 seconds. Max stacks: 10. Each Rage Debuff on the Defender increases their Critical Rating and Critical Damage Rating by +300.
Dot Com - 1,"Damaging effects deal 25% more damage to the Defender, and they take 30% less damage from all sources unless they are suffering from a Damaging effect."
Dot Com - 2,"Damaging effects deal 25% more damage to the Defender, and they take 60% less damage from all sources unless they are suffering from a Damaging effect."
Dot Com - 3,"Damaging effects deal 25% more damage to the Defender, and they take 90% less damage from all sources unless they are suffering from a Damaging effect."
Dot Dot Dot - 1,"Each time the Defender is inflicted with a damaging debuff, the Attacker is inflicted with a Power Lock Debuff, lasting 3 seconds."
Dot Dot Dot - 2,"Each time the Defender is inflicted with a damaging debuff, the Attacker is inflicted with a Power Lock Debuff, lasting 5 seconds."
Dot Dot Dot - 3,"Each time the Defender is inflicted with a damaging debuff, the Attacker is inflicted with a Power Lock Debuff, lasting 10 seconds."
